County,Precinct Number,Location,Address,Zipcode
Palm Beach,6517,Calypso Bay Waterpark,"151 Lamstein Ln, Royal Palm Beach, FL",33411
Palm Beach,6519,Calypso Bay Waterpark,"151 Lamstein Ln, Royal Palm Beach, FL",33411
Palm Beach,6522,South Florida Fairgrounds,"9067 Southern Blvd, West Palm Beach, FL",33411
Palm Beach,6523,South Florida Fairgrounds,"9067 Southern Blvd, West Palm Beach, FL",33411
Palm Beach,6524,South Florida Fairgrounds,"9067 Southern Blvd, West Palm Beach, FL",33411
Palm Beach,6525,Royal Palm Beach High,"10600 Okeechobee Blvd, Royal Palm Beach, FL",33411
Palm Beach,6526,Royal Palm Beach High,"10600 Okeechobee Blvd, Royal Palm Beach, FL",33411
Palm Beach,6601,South Bay Commission Chambers,"335 SW 2nd Ave, South Bay, FL",33493
Palm Beach,6701,South Palm Beach Town Hall,"3577 S Ocean Blvd, South Palm Beach, FL",33480
Palm Beach,6801,First Baptist Church Teq,"423 Tequesta Dr, Tequesta, FL",33469
Palm Beach,6802,First Baptist Church Teq,"423 Tequesta Dr, Tequesta, FL",33469
Palm Beach,6803,Tequesta Recreation Center,"399 Seabrook Rd, Tequesta, FL",33469
Palm Beach,6804,Tequesta Recreation Center,"399 Seabrook Rd, Tequesta, FL",33469
Palm Beach,6806,Tequesta Council Chambers,"345 Tequesta Dr, Tequesta, FL",33469
Palm Beach,6807,Tequesta Council Chambers,"345 Tequesta Dr, Tequesta, FL",33469
Palm Beach,6901,Village of Golf Admin Bldg,"21 Country Rd, Village of Golf, FL",33436
Palm Beach,7401,Village Walk HOA Clubhouse,"2500 Village Walk Cir, Wellington, FL",33414
Palm Beach,7402,Wellington Landings Middle,"1100 Aero Club Dr, Wellington, FL",33414
Palm Beach,7403,Wellington Landings Middle,"1100 Aero Club Dr, Wellington, FL",33414
Palm Beach,7404,Wellington Landings Middle,"1100 Aero Club Dr, Wellington, FL",33414
Palm Beach,7405,First Baptist Church Wel,"12700 Forest Hill Blvd, Wellington, FL",33414
Palm Beach,7406,Wellington Elementary,"13000 Paddock Dr, Wellington, FL",33414
Palm Beach,7407,First Baptist Church Wel,"12700 Forest Hill Blvd, Wellington, FL",33414
Palm Beach,7408,First Baptist Church Wel,"12700 Forest Hill Blvd, Wellington, FL",33414
Palm Beach,7409,Wellington High,"2101 Greenview Shores Blvd, Wellington, FL",33414
Palm Beach,7410,St Peters Methodist Church,"12200 Forest Hill Blvd, Wellington, FL",33414
Palm Beach,7411,Elbridge Gale Elementary,"1915 Royal Fern Dr, Wellington, FL",33414
Palm Beach,7412,Wellington Village Park,"11700 Pierson Rd, Wellington, FL",33414
Palm Beach,7413,New Horizons Elementary,"13900 Greenbriar Blvd, Wellington, FL",33414
Palm Beach,7414,Wellington Community Center,"12150 Forest Hill Blvd, Wellington, FL",33414
Palm Beach,7415,Wellington Community Center,"12150 Forest Hill Blvd, Wellington, FL",33414
Palm Beach,7418,Emerald Cove Middle,"9950 Stribling Way, Wellington, FL",33414
Palm Beach,7419,Wellington Branch Library,"1951 Royal Fern Dr, Wellington, FL",33414
Palm Beach,7420,Emerald Cove Middle,"9950 Stribling Way, Wellington, FL",33414
Palm Beach,7421,Wellington Branch Library,"1951 Royal Fern Dr, Wellington, FL",33414
Palm Beach,7423,Buena Vida Clubhouse,"1961 Via Buena Vida, Wellington, FL",33411
Palm Beach,7424,Villa Olympia Clubhouse,"9100 Fatio Blvd, Wellington, FL",33414
Palm Beach,7426,Wellington Village Park,"11700 Pierson Rd, Wellington, FL",33414
Palm Beach,7428,Emerald Cove Middle,"9950 Stribling Way, Wellington, FL",33414
Palm Beach,7429,The Isles at Wellington,"4325 Isles Vista Blvd, Wellington, FL",33449
Palm Beach,7501,Seminole Ridge High,"4601 Seminole Pratt Whitney Rd, Westlake, FL",33470
Palm Beach,7601,Jeaga Middle,"3777 N Jog Rd, West Palm Beach, FL",33411
Palm Beach,7602,Jeaga Middle,"3777 N Jog Rd, West Palm Beach, FL",33411
Palm Beach,7603,Jeaga Middle,"3777 N Jog Rd, West Palm Beach, FL",33411
Palm Beach,7605,Club Baywinds,"5200 Baywinds Dr, West Palm Beach, FL",33411
Palm Beach,7606,Andros Isle POA Clubhouse,"2400 Victoria Point, West Palm Beach, FL",33411
Palm Beach,7607,Riverwalk Clubhouse,"7459 Riverwalk Cir, West Palm Beach, FL",33411
Palm Beach,7608,Riverwalk Clubhouse,"7459 Riverwalk Cir, West Palm Beach, FL",33411
Palm Beach,7611,Belvedere Elementary,"3000 Parker Ave, West Palm Beach, FL",33405
Palm Beach,7612,Belvedere Elementary,"3000 Parker Ave, West Palm Beach, FL",33405
Palm Beach,7613,Howard Park Community Center,"1302 Parker Ave, West Palm Beach, FL",33401
Palm Beach,7614,Conniston Middle,"3630 Parker Ave, West Palm Beach, FL",33405
Palm Beach,7615,WPB City Hall Flagler Gallery,"401 Clematis St, West Palm Beach, FL",33401
Palm Beach,7618,Belvedere Elementary,"3000 Parker Ave, West Palm Beach, FL",33405
Palm Beach,7620,South Olive Community Center,"345 Summa St, West Palm Beach, FL",33405
Palm Beach,7621,Palmwood Lodge #303,"845 Bradley St, West Palm Beach, FL",33405
Palm Beach,7622,South Olive Community Center,"345 Summa St, West Palm Beach, FL",33405
Palm Beach,7623,South Olive Community Center,"345 Summa St, West Palm Beach, FL",33405
Palm Beach,7624,Lakeside Presbyterian Church,"4601 S Flagler Dr, West Palm Beach, FL",33405
Palm Beach,7626,Ibis POA Admin Building,"9055 Ibis Blvd, West Palm Beach, FL",33412
Palm Beach,7628,Ironhorse Country Club,"8055 Ironhorse Blvd, West Palm Beach, FL",33412
Palm Beach,7630,Egret Lake Elementary,"5115 47th Pl N, West Palm Beach, FL",33417
Palm Beach,7631,Egret Lake Elementary,"5115 47th Pl N, West Palm Beach, FL",33417
Palm Beach,7634,Palm Beach Lakes High,"3505 Shiloh Dr, West Palm Beach, FL",33407
Palm Beach,7635,Bak Middle School of the Arts,"1725 Echo Lake Dr, West Palm Beach, FL",33407
Palm Beach,7636,Grace Episcopal Church,"3600 N Australian Ave, West Palm Beach, FL",33407
Palm Beach,7637,Grace Episcopal Church,"3600 N Australian Ave, West Palm Beach, FL",33407
Palm Beach,7638,Northboro Elementary,"400 40th St, West Palm Beach, FL",33407
Palm Beach,7639,Northboro Elementary,"400 40th St, West Palm Beach, FL",33407
Palm Beach,7640,Egret Lake Elementary,"5115 47th Pl N, West Palm Beach, FL",33417
Palm Beach,7642,Egret Lake Elementary,"5115 47th Pl N, West Palm Beach, FL",33417
Palm Beach,7643,Egret Lake Elementary,"5115 47th Pl N, West Palm Beach, FL",33417
Palm Beach,7644,Bear Lakes Middle,"3505 Shenandoah Blvd, West Palm Beach, FL",33409
Palm Beach,7645,Salvation Army Activity Hall,"2122 Palm Beach Lakes Blvd, West Palm Beach, FL",33409
Palm Beach,7646,U M Church of Palm Beaches,"900 Brandywine Rd, West Palm Beach, FL",33409
Palm Beach,7647,Palm Beach Lakes High,"3505 Shiloh Dr, West Palm Beach, FL",33407
Palm Beach,7648,Bear Lakes Middle,"3505 Shenandoah Blvd, West Palm Beach, FL",33409
Palm Beach,7650,U M Church of Palm Beaches,"900 Brandywine Rd, West Palm Beach, FL",33409
Palm Beach,7651,Gaines Park Community Center,"1501 N Australian Ave, West Palm Beach, FL",33401
Palm Beach,7653,Roosevelt Elementary,"1220 15th St, West Palm Beach, FL",33401
Palm Beach,7654,Chamber of Commerce,"401 N Flagler Dr, West Palm Beach, FL",33401
Palm Beach,7655,First Christian Church,"215 Congress Ave, West Palm Beach, FL",33409
Palm Beach,7657,First Christian Church,"215 Congress Ave, West Palm Beach, FL",33409
Palm Beach,7658,First Christian Church,"215 Congress Ave, West Palm Beach, FL",33409
Palm Beach,7659,Westward Elementary,"1101 Golf Ave, West Palm Beach, FL",33401
Palm Beach,7660,Alexander W Dreyfoos SOA High,"501 S Sapodilla Ave, West Palm Beach, FL",33401
Palm Beach,7664,Howard Park Community Center,"1302 Parker Ave, West Palm Beach, FL",33401
Palm Beach,7665,WPB City Hall Flagler Gallery,"401 Clematis St, West Palm Beach, FL",33401
Palm Beach,7666,Pleasant City Community Center,"500 22nd St, West Palm Beach, FL",33407
Palm Beach,7667,Jeaga Middle,"3777 N Jog Rd, West Palm Beach, FL",33411
Palm Beach,7668,WPB City Fire Station #5,"700 N Congress Ave, West Palm Beach, FL",33401
Palm Beach,7669,Chamber of Commerce,"401 N Flagler Dr, West Palm Beach, FL",33401
Palm Beach,7670,WPB City Hall Flagler Gallery,"401 Clematis St, West Palm Beach, FL",33401
Palm Beach,7671,Riverwalk Clubhouse,"7459 Riverwalk Cir, West Palm Beach, FL",33411
Palm Beach,7672,Belvedere Elementary,"3000 Parker Ave, West Palm Beach, FL",33405
Palm Beach,7673,Belvedere Elementary,"3000 Parker Ave, West Palm Beach, FL",33405
Palm Beach,8405,Caloosa POA Meeting Room,"14000 Caloosa Blvd, Palm Beach Gardens, FL",33418
Palm Beach,8408,Jupiter Farms Church,"12600 W Indiantown Rd, Jupiter, FL",33478
Palm Beach,8409,Caloosa POA Meeting Room,"14000 Caloosa Blvd, Palm Beach Gardens, FL",33418
Palm Beach,8410,Calvary Church of Jupiter,"10100 W Indiantown Rd, Jupiter, FL",33478
Palm Beach,8411,Calvary Church of Jupiter,"10100 W Indiantown Rd, Jupiter, FL",33478
Palm Beach,8412,Calvary Church of Jupiter,"10100 W Indiantown Rd, Jupiter, FL",33478
Palm Beach,8413,Jupiter Farms Elementary,"17400 Haynie Ln, Jupiter, FL",33478
Palm Beach,8414,Jupiter Farms Park Community Pavilion,"16655 Jupiter Farms Rd, Jupiter, FL",33478
Palm Beach,8415,Jupiter Farms Park Community Pavilion,"16655 Jupiter Farms Rd, Jupiter, FL",33478
Palm Beach,8417,Beacon Cove Intermediate School,"150 School House Rd, Jupiter, FL",33458
Palm Beach,8418,Limestone Creek Elementary,"6701 Church St, Jupiter, FL",33458
Palm Beach,8419,West Jupiter Recreation Center,"6401 W Indiantown Rd, Jupiter, FL",33458
Palm Beach,8420,St Peter Catholic Church,"1701 Indian Creek Pkwy, Jupiter, FL",33458
Palm Beach,8421,Jerry Thomas Elementary,"800 Maplewood Dr, Jupiter, FL",33458
Palm Beach,8423,Jupiter Community Center,"200 Military Trl, Jupiter, FL",33458
Palm Beach,8424,First Baptist Church Teq,"423 Tequesta Dr, Tequesta, FL",33469
Palm Beach,8426,First Baptist Church Teq,"423 Tequesta Dr, Tequesta, FL",33469
Palm Beach,8427,First Baptist Church Teq,"423 Tequesta Dr, Tequesta, FL",33469
Palm Beach,8428,Tequesta Recreation Center,"399 Seabrook Rd, Tequesta, FL",33469
Palm Beach,8429,Tequesta Council Chambers,"345 Tequesta Dr, Tequesta, FL",33469
Palm Beach,8430,Tequesta Council Chambers,"345 Tequesta Dr, Tequesta, FL",33469
Palm Beach,8431,Loxahatchee River Center,"805 U S Hwy 1, Jupiter, FL",33477
Palm Beach,8432,Loxahatchee River Center,"805 U S Hwy 1, Jupiter, FL",33477
Palm Beach,8434,Grace Immanuel Bible Church,"17475 Jonathan Dr, Jupiter, FL",33477
Palm Beach,8435,Holy Spirit Lutheran,"13301 Ellison Wilson Rd, Juno Beach, FL",33408
Palm Beach,8436,Holy Spirit Lutheran,"13301 Ellison Wilson Rd, Juno Beach, FL",33408
Palm Beach,8437,Holy Spirit Lutheran,"13301 Ellison Wilson Rd, Juno Beach, FL",33408
Palm Beach,8438,Holy Spirit Lutheran,"13301 Ellison Wilson Rd, Juno Beach, FL",33408
Palm Beach,8439,Holy Spirit Lutheran,"13301 Ellison Wilson Rd, Juno Beach, FL",33408
Palm Beach,8440,Holy Spirit Lutheran,"13301 Ellison Wilson Rd, Juno Beach, FL",33408
Palm Beach,8441,Holy Spirit Lutheran,"13301 Ellison Wilson Rd, Juno Beach, FL",33408
Palm Beach,8447,Eastpointe Country Club,"13535 Eastpointe Blvd, Palm Beach Gardens, FL",33418
Palm Beach,8448,1st Baptist Church PBG,"11980 Alt A1A, Palm Beach Gardens, FL",33410
Palm Beach,8450,Cross Community Church,"2575 Lone Pine Rd, Palm Beach Gardens, FL",33410
Palm Beach,8451,Holy Spirit Lutheran,"13301 Ellison Wilson Rd, Juno Beach, FL",33408
Palm Beach,8452,Holy Spirit Lutheran,"13301 Ellison Wilson Rd, Juno Beach, FL",33408
Palm Beach,8453,Holy Spirit Lutheran,"13301 Ellison Wilson Rd, Juno Beach, FL",33408
Palm Beach,8454,PBSC Palm Beach Gardens Campus,"3160 PGA Blvd, Palm Beach Gardens, FL",33410
Palm Beach,8455,MCC of the Palm Beaches,"4857 Northlake Blvd, Palm Beach Gardens, FL",33418
Palm Beach,8456,Palm Beach Gardens High,"4245 Holly Dr, Palm Beach Gardens, FL",33410
Palm Beach,8457,Garden Lodge 366 F&AM,"9463 Roan Ln, Palm Beach Gardens, FL",33403
Palm Beach,8458,Garden Lodge 366 F&AM,"9463 Roan Ln, Palm Beach Gardens, FL",33403
Palm Beach,8459,Pew Leadership Center,"9482 MacArthur Blvd, Palm Beach Gardens, FL",33403
Palm Beach,8460,Gardens Branch Library,"11303 Campus Dr, Palm Beach Gardens, FL",33410
Palm Beach,8461,Cross Community Church,"2575 Lone Pine Rd, Palm Beach Gardens, FL",33410
Palm Beach,8462,NPB Community Center,"1200 Prosperity Farms Rd, North Palm Beach, FL",33408
Palm Beach,8463,Cross Community Church,"2575 Lone Pine Rd, Palm Beach Gardens, FL",33410
Palm Beach,8464,Cross Community Church,"2575 Lone Pine Rd, Palm Beach Gardens, FL",33410
Palm Beach,8465,NPB Community Center,"1200 Prosperity Farms Rd, North Palm Beach, FL",33408
Palm Beach,8466,NPB Community Center,"1200 Prosperity Farms Rd, North Palm Beach, FL",33408
Palm Beach,8468,NPB Community Center,"1200 Prosperity Farms Rd, North Palm Beach, FL",33408
Palm Beach,8469,1st Unitarian Church NPB,"635 Prosperity Farms Rd, North Palm Beach, FL",33408
Palm Beach,8470,PBSC Palm Beach Gardens Campus,"3160 PGA Blvd, Palm Beach Gardens, FL",33410
Palm Beach,8471,PBSC Palm Beach Gardens Campus,"3160 PGA Blvd, Palm Beach Gardens, FL",33410
Palm Beach,8472,Garden Lodge 366 F&AM,"9463 Roan Ln, Palm Beach Gardens, FL",33403
Palm Beach,8474,J F Kennedy Middle,"1901 Avenue S, Riviera Beach, FL",33404
Palm Beach,8475,J F Kennedy Middle,"1901 Avenue S, Riviera Beach, FL",33404
Palm Beach,8476,Pew Leadership Center,"9482 MacArthur Blvd, Palm Beach Gardens, FL",33403
Palm Beach,8477,Phil Foster Park Marine Center,"900 E Blue Heron Blvd, Riviera Beach, FL",33404
Palm Beach,8481,J F Kennedy Middle,"1901 Avenue S, Riviera Beach, FL",33404
Palm Beach,8483,1st Baptist Church PBG,"11980 Alt A1A, Palm Beach Gardens, FL",33410
Palm Beach,8485,PBSC Palm Beach Gardens Campus,"3160 PGA Blvd, Palm Beach Gardens, FL",33410
Palm Beach,8487,Jerry Thomas Elementary,"800 Maplewood Dr, Jupiter, FL",33458
Palm Beach,8488,First Baptist Church Teq,"423 Tequesta Dr, Tequesta, FL",33469
Palm Beach,8489,NPB Community Center,"1200 Prosperity Farms Rd, North Palm Beach, FL",33408
Palm Beach,8502,Canal Point Community Center,"12860 U S Hwy 441, Canal Point, FL",33438
Palm Beach,8503,Pahokee Recreation Center,"360 E Main St, Pahokee, FL",33476
Palm Beach,8505,Belle Glade Library/Civic Ctr,"725 NW 4th St, Belle Glade, FL",33430
Palm Beach,8506,Belle Glade Library/Civic Ctr,"725 NW 4th St, Belle Glade, FL",33430
Palm Beach,8507,South Bay Commission Chambers,"335 SW 2nd Ave, South Bay, FL",33493
Palm Beach,8508,Glades Central High,"1001 SW Avenue M, Belle Glade, FL",33430
Palm Beach,8509,Lewis Evans Resource Center,"1224 SW Avenue E Pl, Belle Glade, FL",33430
Palm Beach,8510,Belle Glade Library/Civic Ctr,"725 NW 4th St, Belle Glade, FL",33430
Palm Beach,8511,Glades Central High,"1001 SW Avenue M, Belle Glade, FL",33430
Palm Beach,8513,Glades Central High,"1001 SW Avenue M, Belle Glade, FL",33430
Palm Beach,8514,Belle Glade Library/Civic Ctr,"725 NW 4th St, Belle Glade, FL",33430
Palm Beach,8601,Cypress Lakes HOA,"3445 Cypress Trl, West Palm Beach, FL",33417
Palm Beach,8602,Century Village Clubhouse,"200 Century Blvd, West Palm Beach, FL",33417
Palm Beach,8603,Jeaga Middle,"3777 N Jog Rd, West Palm Beach, FL",33411
Palm Beach,8604,Jeaga Middle,"3777 N Jog Rd, West Palm Beach, FL",33411
Palm Beach,8605,Century Village Clubhouse,"200 Century Blvd, West Palm Beach, FL",33417
Palm Beach,8606,Century Village Clubhouse,"200 Century Blvd, West Palm Beach, FL",33417
Palm Beach,8607,Century Village Clubhouse,"200 Century Blvd, West Palm Beach, FL",33417
Palm Beach,8608,Century Village Clubhouse,"200 Century Blvd, West Palm Beach, FL",33417
Palm Beach,8609,Benoist Farms Elementary,"1765 Benoist Farms Rd, West Palm Beach, FL",33411
Palm Beach,8610,Golden Lakes Village Phase A Clubhouse,"1700 Golden Lakes Blvd, West Palm Beach, FL",33411
Palm Beach,8611,Benoist Farms Elementary,"1765 Benoist Farms Rd, West Palm Beach, FL",33411
Palm Beach,8612,Elks Lodge #1352,"6188 Belvedere Rd, West Palm Beach, FL",33413
Palm Beach,8613,Elks Lodge #1352,"6188 Belvedere Rd, West Palm Beach, FL",33413
Palm Beach,8614,Chuck Shaw Technical Education Center,"4260 Westgate Ave, West Palm Beach, FL",33409
Palm Beach,8616,Elks Lodge #1352,"6188 Belvedere Rd, West Palm Beach, FL",33413
Palm Beach,8617,Elks Lodge #1352,"6188 Belvedere Rd, West Palm Beach, FL",33413
Palm Beach,8618,St Christophers Episcopal Church,"1063 Haverhill Rd N, West Palm Beach, FL",33417
Palm Beach,8619,Clayton Hutcheson Hall B,"559 N Military Trl, West Palm Beach, FL",33415
Palm Beach,8620,Clayton Hutcheson Hall B,"559 N Military Trl, West Palm Beach, FL",33415
Palm Beach,8621,Westgate Community Center,"3691 Oswego Ave, West Palm Beach, FL",33409
Palm Beach,8622,Palm Beach Central High,"8499 W Forest Hill Blvd, Wellington, FL",33411
Palm Beach,8623,Palm Beach Central High,"8499 W Forest Hill Blvd, Wellington, FL",33411
Palm Beach,8624,Pine Jog Environmental Center,"6301 Summit Blvd, West Palm Beach, FL",33415
Palm Beach,8628,Pine Jog Environmental Center,"6301 Summit Blvd, West Palm Beach, FL",33415
Palm Beach,8631,Union Congregational Church,"5088 Summit Blvd, West Palm Beach, FL",33415
Palm Beach,8632,Forest Hill Elementary,"5555 Purdy Ln, West Palm Beach, FL",33415
Palm Beach,8633,1st Church of the Nazarene,"5601 Forest Hill Blvd, West Palm Beach, FL",33415
Palm Beach,8635,Iglesia Cristo Mi Redentor,"588 S Haverhill Rd, West Palm Beach, FL",33415
Palm Beach,8636,Union Congregational Church,"5088 Summit Blvd, West Palm Beach, FL",33415
Palm Beach,8637,Iglesia Cristo Mi Redentor,"588 S Haverhill Rd, West Palm Beach, FL",33415
Palm Beach,8638,Main Library,"3650 Summit Blvd, West Palm Beach, FL",33406
Palm Beach,8639,Main Library,"3650 Summit Blvd, West Palm Beach, FL",33406
Palm Beach,8641,Palm Springs Middle,"1560 Kirk Rd, Palm Springs, FL",33406
Palm Beach,8645,St Marys Orthodox Church,"1317 Florida Mango Rd, West Palm Beach, FL",33406
Palm Beach,8648,Forest Hill Elementary,"5555 Purdy Ln, West Palm Beach, FL",33415
Palm Beach,8649,Cresthaven Emory Aud,"2530 Emory Dr E, West Palm Beach, FL",33415
Palm Beach,8650,Clifford O.Taylor/Kirklane Elementary,"4200 Purdy Ln, Palm Springs, FL",33461
Palm Beach,8651,Cresthaven Barkley Aud,"2605 Barkley Dr E, West Palm Beach, FL",33415
Palm Beach,8652,Cresthaven Ashley Aud,"2885 Ashley Dr E, West Palm Beach, FL",33415
Palm Beach,8653,Covered Bridge Clubhouse,"7290 Covered Bridge Blvd, Lake Worth, FL",33467
Palm Beach,8654,Florida Gardens Baptist Church,"7800 Lake Worth Rd, Lake Worth, FL",33467
Palm Beach,8655,Greenacres Branch Library,"3750 Jog Rd, Greenacres, FL",33467
Palm Beach,8656,American Polish Club,"4725 Lake Worth Rd, Greenacres, FL",33463
Palm Beach,8657,Florida Gardens Baptist Church,"7800 Lake Worth Rd, Lake Worth, FL",33467
Palm Beach,8658,Lucerne Pointe Clubhouse,"4580 Lucerne Lakes Blvd W, Lake Worth, FL",33467
Palm Beach,8659,LC Swain Middle,"5332 Lake Worth Rd, Greenacres, FL",33463
Palm Beach,8660,Heritage Elementary,"5100 Melaleuca Ln, Greenacres, FL",33463
Palm Beach,8661,Heritage Elementary,"5100 Melaleuca Ln, Greenacres, FL",33463
Palm Beach,8662,Oasis in the Palms,"908 Lehto Ln, Lake Worth, FL",33461
Palm Beach,8663,Oasis in the Palms,"908 Lehto Ln, Lake Worth, FL",33461
Palm Beach,8664,Indian Pines Elementary,"6000 Oak Royal Dr, Lake Worth, FL",33463
Palm Beach,8665,American German Club,"5111 Lantana Rd, Lake Worth, FL",33463
Palm Beach,8666,Clifford O.Taylor/Kirklane Elementary,"4200 Purdy Ln, Palm Springs, FL",33461
Palm Beach,8668,Palm Springs Library,"217 Cypress Ln, Palm Springs, FL",33461
Palm Beach,8670,American Polish Club,"4725 Lake Worth Rd, Greenacres, FL",33463
Palm Beach,8671,PBSC Lake Worth Campus,"4200 S Congress Ave, Lake Worth, FL",33461
Palm Beach,8672,PBSC Lake Worth Campus,"4200 S Congress Ave, Lake Worth, FL",33461
Palm Beach,8673,PBSC Lake Worth Campus,"4200 S Congress Ave, Lake Worth, FL",33461
Palm Beach,8675,Lakes of Sherbrooke,"8130 Havasu Ct, Lake Worth, FL",33467
Palm Beach,8676,Woodlands Middle,"5200 Lyons Rd, Lake Worth, FL",33467
Palm Beach,8677,Woodlands Middle,"5200 Lyons Rd, Lake Worth, FL",33467
Palm Beach,8678,Lacuna HOA Clubhouse,"6410 Grand Lacuna Blvd, Lake Worth, FL",33467
Palm Beach,8679,Coral Reef Elementary,"6151 Hagen Ranch Rd, Lake Worth, FL",33467
Palm Beach,8680,Coral Reef Elementary,"6151 Hagen Ranch Rd, Lake Worth, FL",33467
Palm Beach,8681,Manatee Elementary,"7001 Charleston Shores Blvd, Lake Worth, FL",33467
Palm Beach,8682,Journeys End,"6400 Journeys End Blvd, Lake Worth, FL",33467
Palm Beach,8683,Lantana Road Branch Library,"4020 Lantana Rd, Lake Worth, FL",33462
Palm Beach,8684,Diamond View Elementary,"5300 Haverhill Rd, Greenacres, FL",33463
Palm Beach,8685,Lantana Road Branch Library,"4020 Lantana Rd, Lake Worth, FL",33462
Palm Beach,8686,Hidden Oaks K-8 School,"7685 S Military Trl, Lake Worth, FL",33463
